ID,Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income
7449,1968,Swasta,208415,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Tidak dalam Keluarga,2,Male,0,0,40,?,0,<=50K
7450,2001,Swasta,330571,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,25,United-States,0,<=50K
7451,1972,Pengusaha perorangan,103794,Asosiasi vokasional,vokasi Grad_2,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,35,United-States,1,<=50K
7452,1996,Swasta,288598,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,35,United-States,0,<=50K
7453,1958,,112871,kelas 11,SMA_2,Belum-menikah,,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K
7454,1986,Swasta,204640,Diploma,Kuliah,Duda/Janda,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,2,<=50K
7455,1985,Swasta,105813,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
7456,1973,Swasta,74275,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,<=50K
7457,1987,Swasta,160920,Asosiasi akademik,vokasi Grad_1,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,<=50K
7458,1973,Pemerintah daerah,176813,Asosiasi akademik,vokasi Grad_1,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,3,<=50K
7459,1974,Swasta,548361,Sarjana,Sarjana,Menikah,Dukungan Teknis,Suami,1,Male,0,0,20,United-States,0,>50K
7460,1985,Swasta,115076,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,<=50K
7461,2000,Swasta,229393,kelas 11,SMA_2,Belum-menikah,Pertanian dan Perikanan,Belum Menikah,1,Male,2463,0,40,United-States,0,<=50K
7462,1977,Swasta,169092,Magister,Magister,Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,50,United-States,1,>50K
7463,2005,Swasta,227178,kelas 11,SMA_2,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,25,United-States,0,<=50K
7464,1964,,120163,Sarjana,Sarjana,Menikah,,Suami,1,Male,0,0,40,United-States,0,<=50K
7465,1991,Pengusaha perorangan,24504,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,1,<=50K
7466,1980,Swasta,262684,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,1504,45,United-States,2,<=50K
7467,1948,Swasta,116202,SMA Grad,SMA Grad,Duda/Janda,Layanan Lainnya,Belum Menikah,1,Female,0,0,33,United-States,1,<=50K
7468,2002,Swasta,131230,Sarjana,Sarjana,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
7469,1982,Pengusaha perorangan,29320,Proffesor,Doktor,Cerai,Spesialis Profesional,Belum Menikah,1,Male,0,0,60,United-States,0,>50K
7470,1969,Pengusaha perorangan,145574,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,34095,0,60,United-States,0,<=50K
7471,1996,Swasta,189346,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,48,United-States,0,<=50K
7472,1992,Swasta,176185,Diploma,Kuliah,Cerai,Eksekutif Manager,Kerabat,1,Male,0,0,60,United-States,3,<=50K
7473,1996,Swasta,62535,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,43,United-States,2,<=50K
7474,2003,Swasta,313873,kelas 5-6,SD_2,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,Mexico,0,<=50K
7475,1970,Pengusaha perorangan,58898,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,1579,48,United-States,2,<=50K
7476,2001,,145964,Diploma,Kuliah,Belum-menikah,,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
7477,1977,Swasta,115813,Asosiasi akademik,vokasi Grad_1,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,57,United-States,1,<=50K
7478,1988,Swasta,607848,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,7688,0,45,United-States,3,>50K
7479,1985,Swasta,149943,Magister,Magister,Belum-menikah,Sales,Tidak dalam Keluarga,3,Male,0,0,40,China,0,<=50K
7480,1986,Swasta,160808,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,4386,0,48,United-States,3,<=50K
7481,1969,Swasta,120970,kelas 10,SMA_1,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,40,United-States,1,>50K
7482,1972,Swasta,114228,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,3325,0,40,United-States,3,<=50K
7483,1978,Swasta,563883,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,60,United-States,3,>50K
7484,1982,Pemerintah pusat,25240,Asosiasi vokasional,vokasi Grad_2,Cerai,Spesialis Profesional,Belum Menikah,4,Female,0,0,40,United-States,1,<=50K
7485,1964,Swasta,85995,Magister,Magister,Menikah,Administratif dan Kantor,Suami,3,Male,0,0,50,South,2,>50K
7486,1985,Swasta,278403,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,65,United-States,1,<=50K
7487,2005,Swasta,160811,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Male,0,0,38,United-States,0,<=50K
7488,1985,Swasta,184128,kelas 11,SMA_2,Cerai,Sales,Kerabat,1,Female,0,0,40,United-States,2,<=50K
7489,1991,Swasta,37232,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,80,United-States,0,<=50K
7490,1934,Swasta,88991,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,England,1,>50K
7491,2001,Swasta,26248,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
7492,1963,Pemerintah pusat,221943,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,9386,0,40,United-States,3,>50K
7493,1999,Swasta,632834,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,2,Male,0,0,40,United-States,0,<=50K
7494,1980,Pemerintah pusat,184099,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2,>50K
7495,1984,Swasta,352612,kelas 10,SMA_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
7496,1993,Swasta,102884,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,50,United-States,2,<=50K
7497,1984,Swasta,119225,Asosiasi vokasional,vokasi Grad_2,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,<=50K
7498,2000,Swasta,233777,Diploma,Kuliah,Belum-menikah,Sales,Belum Menikah,1,Male,0,0,50,Mexico,0,<=50K
7499,1981,Swasta,180138,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K
7500,1998,Swasta,247006,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,52,United-States,1,<=50K
7501,1979,Pemerintah negara,144351,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,>50K
7502,1996,Swasta,77009,kelas 7-8,SMP_1,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,50,United-States,1,<=50K
7503,2000,Pemerintah negara,289909,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,<=50K
7504,2005,Swasta,339123,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
7505,1988,Swasta,32709,Diploma,Kuliah,Cerai,Sales,Tidak dalam Keluarga,1,Female,3325,0,45,United-States,3,<=50K
7506,2004,Swasta,218178,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
7507,2006,Swasta,298860,kelas 12,SMA_3,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,20,United-States,0,<=50K
7508,1964,Swasta,232337,kelas 7-8,SMP_1,Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
7509,2002,Swasta,136767,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,30,United-States,3,<=50K
7510,1971,Swasta,183973,kelas 11,SMA_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,48,United-States,0,>50K
7511,1986,Swasta,300975,Magister,Magister,Menikah,Layanan Lainnya,Suami,2,Male,0,1485,40,?,3,<=50K
7512,2006,Swasta,79443,kelas 9,SMP_2,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,Mexico,0,<=50K
7513,2006,Swasta,190325,kelas 11,SMA_2,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,30,United-States,0,<=50K
7514,1974,Pengusaha perorangan,89737,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,48,United-States,1,<=50K
7515,1990,Pemerintah negara,103371,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
7516,1989,Swasta,46028,Asosiasi akademik,vokasi Grad_1,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,50,United-States,3,<=50K
7517,1992,Swasta,158438,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,60,United-States,2,>50K
7518,1987,Swasta,76893,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K
7519,1983,Swasta,88368,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,50,United-States,0,<=50K
7520,1974,Swasta,204447,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,65,United-States,1,>50K
7521,1982,Swasta,77373,Diploma,Kuliah,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,38,United-States,0,<=50K
7522,1974,Swasta,182360,SMA Grad,SMA Grad,Rencana Cerai,Spesialis Profesional,Belum Menikah,5,Female,0,0,60,Puerto-Rico,2,<=50K
7523,1960,,146272,Diploma,Kuliah,Menikah,,Suami,1,Male,3411,0,15,United-States,1,<=50K
7524,1961,Swasta,137843,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,7298,0,48,United-States,3,>50K
7525,1982,Swasta,202466,Asosiasi akademik,vokasi Grad_1,Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,45,United-States,1,<=50K
7526,1990,Swasta,48014,Sarjana,Sarjana,Rencana Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K
7527,2003,Swasta,75763,Diploma,Kuliah,Menikah,Sales,Istri,4,Female,0,0,40,United-States,1,<=50K
7528,1985,Swasta,195253,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,>50K
7529,2000,Swasta,70261,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,0,<=50K
7530,2001,Swasta,117789,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
7531,2002,Swasta,29444,kelas 12,SMA_3,Belum-menikah,Pertanian dan Perikanan,Tidak dalam Keluarga,4,Male,0,0,50,United-States,0,<=50K
7532,2004,Swasta,256240,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,30,United-States,0,<=50K
7533,1997,Pemerintah negara,553473,Sarjana,Sarjana,Menikah,Layanan Perlindungan,Istri,2,Female,0,0,48,United-States,3,<=50K
7534,1992,Swasta,239659,Diploma,Kuliah,Rencana Cerai,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,70,United-States,0,<=50K
7535,2005,Swasta,517036,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,40,El-Salvador,1,<=50K
7536,1989,Swasta,26987,SMA Grad,SMA Grad,Rencana Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
7537,1992,Swasta,193285,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
7538,2001,Swasta,162945,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,2377,40,United-States,1,<=50K
7539,1996,Swasta,92262,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K
7540,1991,Swasta,159303,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
7541,1949,,260543,kelas 10,SMA_1,Duda/Janda,,Kerabat,3,Female,0,0,1,China,1,<=50K
7542,1998,Swasta,96130,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Kerabat,1,Male,0,0,40,United-States,0,<=50K
7543,1982,Swasta,139126,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,1,>50K
7544,1957,Swasta,264095,Diploma,Kuliah,Menikah,Pengelola Kebersihan,Suami,1,Male,9386,0,24,Cuba,3,>50K
7545,1970,Swasta,421561,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,>50K
7546,2002,Swasta,130724,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,2,Male,0,0,25,United-States,0,<=50K
7547,1989,Swasta,220585,kelas 12,SMA_3,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,3,<=50K
7548,2000,Swasta,99970,Sarjana,Sarjana,Belum-menikah,Dukungan Teknis,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
7549,1957,Swasta,160456,kelas 11,SMA_2,Duda/Janda,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
7550,1967,Pengusaha perorangan,138285,Asosiasi akademik,vokasi Grad_1,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,Iran,0,<=50K
7551,1953,Pengusaha berbadan hukum,66624,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,2392,60,United-States,1,>50K
7552,2001,Swasta,37783,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
7553,1965,Swasta,308118,Asosiasi akademik,vokasi Grad_1,Duda/Janda,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,>50K
7554,1999,Swasta,29599,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,38,United-States,2,<=50K
7555,2000,Swasta,385540,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,Mexico,0,<=50K
7556,1994,Pemerintah negara,137613,Magister,Magister,Menikah,Spesialis Profesional,Suami,3,Male,0,0,17,Taiwan,3,<=50K
7557,1975,,171411,kelas 9,SMP_2,Cerai,,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K
7558,1965,Swasta,117059,kelas 11,SMA_2,Menikah,Transportasi dan Pengangkutan,Suami,4,Male,0,0,40,United-States,0,<=50K
7559,1987,Swasta,709445,SMA Grad,SMA Grad,Rencana Cerai,Pekerjaan Kerajinan,Kerabat,2,Male,0,0,40,United-States,1,<=50K
7560,1998,Swasta,330263,SMA Grad,SMA Grad,Rencana Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
7561,2006,,30246,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,20,United-States,0,<=50K
7562,1968,Pemerintah negara,671292,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,38,United-States,3,>50K
7563,1988,Swasta,189674,SMA Grad,SMA Grad,Belum-menikah,Pembantu Rumah Tangga,Belum Menikah,2,Female,0,0,28,?,0,<=50K
7564,2003,Swasta,129350,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
7565,1992,Swasta,100135,Sarjana,Sarjana,Rencana Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,32,United-States,1,<=50K
7566,1996,Pemerintah pusat,183445,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Belum Menikah,1,Female,0,0,70,Puerto-Rico,0,<=50K
7567,1994,Swasta,281030,Asosiasi vokasional,vokasi Grad_2,Menikah,Sales,Suami,1,Male,4064,0,40,United-States,3,<=50K
7568,1955,Swasta,277588,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,10,United-States,3,<=50K
7569,1982,Swasta,210525,Magister,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
7570,1991,Swasta,288825,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,2258,84,United-States,0,<=50K
7571,1963,Pengusaha berbadan hukum,61040,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,7688,0,36,United-States,0,>50K
7572,1988,Swasta,102945,Asosiasi vokasional,vokasi Grad_2,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2,<=50K
7573,1978,Swasta,264210,Diploma,Kuliah,Menikah,Pertanian dan Perikanan,Istri,1,Female,0,0,20,United-States,3,<=50K
7574,1995,Swasta,200381,kelas 11,SMA_2,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
7575,1972,Swasta,123780,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,38,United-States,0,<=50K
7576,1986,Swasta,33105,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,4,Male,0,0,70,United-States,3,>50K
7577,1969,Pemerintah pusat,176904,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,<=50K
7578,2005,,45643,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,25,United-States,0,<=50K
7579,1974,Pengusaha perorangan,348099,kelas 10,SMA_1,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,50,United-States,3,<=50K
7580,1987,Swasta,329980,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,2415,60,United-States,3,>50K
7581,1966,Swasta,233193,SMA Grad,SMA Grad,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,27,United-States,2,<=50K
7582,1992,Pemerintah pusat,249409,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,2,Male,0,0,40,United-States,0,<=50K
7583,2004,Swasta,71475,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
7584,1950,Swasta,99183,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,9,United-States,2,<=50K
7585,2004,Swasta,493443,kelas 11,SMA_2,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
7586,1987,Pemerintah pusat,325538,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,?,1,>50K
7587,2005,Swasta,45381,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,8,United-States,0,<=50K
7588,2002,,177902,Diploma,Kuliah,Belum-menikah,,Tidak dalam Keluarga,3,Female,0,0,25,United-States,0,<=50K
7589,2004,Swasta,94401,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K
7590,1991,Pengusaha perorangan,109959,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,25,United-States,1,<=50K
7591,1988,Swasta,170376,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,0,>50K
7592,1970,Pengusaha perorangan,109418,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,1977,35,United-States,3,>50K
7593,2002,Swasta,230574,kelas 10,SMA_1,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,25,United-States,0,<=50K
7594,2001,Swasta,238831,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
7595,1992,Swasta,153963,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,35,United-States,2,<=50K
7596,1964,Swasta,232618,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,35,United-States,0,>50K
7597,1986,Pemerintah daerah,289430,SMA Grad,SMA Grad,Cerai,Layanan Perlindungan,Tidak dalam Keluarga,1,Male,0,0,56,United-States,3,<=50K
7598,1984,Swasta,280362,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,35,United-States,0,<=50K
7599,1985,Pemerintah pusat,200968,Diploma,Kuliah,Menikah,Administratif dan Kantor,Kerabat,1,Male,0,0,45,United-States,1,>50K
7600,1991,Swasta,259931,kelas 11,SMA_2,Rencana Cerai,Inspeksi dan Operasi Mesin,Kerabat,1,Male,0,0,30,United-States,3,<=50K
7601,1985,Pemerintah pusat,432555,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,2,Male,0,1628,40,United-States,1,<=50K
7602,1987,Swasta,208358,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,>50K
7603,1994,Swasta,141118,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
7604,1986,Swasta,235379,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Female,0,0,36,United-States,0,<=50K
7605,1980,Swasta,121012,kelas 9,SMP_2,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K
7606,1987,Swasta,409189,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,30,Mexico,3,<=50K
7607,1984,Swasta,203761,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3,>50K
7608,2004,,206671,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Male,1055,0,50,United-States,0,<=50K
7609,1955,Pengusaha berbadan hukum,69209,Sarjana,Sarjana,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,3818,0,30,United-States,3,<=50K
7610,1987,Swasta,64922,Sarjana,Sarjana,Rencana Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,70,England,1,<=50K
7611,1996,Pemerintah daerah,336543,Asosiasi akademik,vokasi Grad_1,Menikah,Layanan Perlindungan,Suami,3,Male,0,0,40,Hong,1,>50K
7612,1997,Pemerintah negara,106721,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,0,<=50K
7613,1981,Swasta,90582,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,0,<=50K
7614,1987,Swasta,208106,Sarjana,Sarjana,Rencana Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,35,United-States,2,<=50K
7615,1957,,274451,kelas 7-8,SMP_1,Menikah,,Suami,1,Male,0,0,40,United-States,0,<=50K
7616,1980,Pengusaha perorangan,120837,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,66,United-States,0,<=50K
7617,1988,Pengusaha perorangan,129150,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,1,>50K
7618,1976,Swasta,197683,Diploma,Kuliah,Menikah,Sales,Suami,2,Male,0,0,40,United-States,3,>50K
7619,1995,Pengusaha perorangan,164607,Asosiasi vokasional,vokasi Grad_2,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,3,<=50K
7620,1985,Pemerintah negara,85566,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,<=50K
7621,1958,,186061,Diploma,Kuliah,Duda/Janda,,Belum Menikah,2,Female,0,4356,40,United-States,0,<=50K
7622,1977,Swasta,267205,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,?,0,>50K
7623,1974,Pengusaha perorangan,93705,Diploma,Kuliah,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
7624,1983,Swasta,204235,Asosiasi vokasional,vokasi Grad_2,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2,>50K
7625,1982,Swasta,137907,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,35,United-States,0,<=50K
7626,1992,Swasta,211028,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
7627,1982,Swasta,169383,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,>50K
7628,1982,Pengusaha perorangan,69333,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,1,<=50K
7629,2000,Pemerintah pusat,42251,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,30,United-States,0,<=50K
7630,1980,Swasta,162108,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K
7631,1952,Swasta,107814,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,2329,0,60,United-States,0,<=50K
7632,2004,Swasta,164775,kelas 5-6,SD_2,Belum-menikah,Pengelola Kebersihan,Kerabat,1,Male,0,0,40,Guatemala,0,<=50K
7633,1999,Pengusaha perorangan,108001,kelas 9,SMP_2,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,15,United-States,0,<=50K
7634,1993,Swasta,265706,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,7298,0,40,United-States,2,>50K
7635,1973,Swasta,138358,kelas 10,SMA_1,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,2,Female,0,0,35,United-States,2,<=50K
7636,1992,Pengusaha berbadan hukum,110331,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,65,United-States,2,>50K
